trip_id,route_id,stop_id,speed_mps,feed_timestamp,vehicle_id
2181349:564030:568414,2,00209,10.550000190734863,17:00:00,3490101813
2199497:563857:568900,502,S09015,12.5,17:58:00,3490101818
2199382:567587:568910,501,09128,3.880000114440918,17:45:00,3490101922
2181395:568053:568422,1,02022,0.0,17:21:00,3490101827
2181509:563739:568933,11,00509,11.65999984741211,17:45:00,3490101361
2181057:565520:568328,32,00253,0.0,17:45:00,3490102402
2181320:565032:568419,2,09101,6.110000133514404,17:29:00,3490101368
2182084:568772:568898,702,02060,10.270000457763672,17:45:00,3490101811
2181227:564552:568902,19A,09117,4.71999979019165,17:57:00,3490102103
2181276:563720:568504,601,S02080,0.0,18:07:00,3490101803
2181047:563488:568374,31,09147,3.880000114440918,17:30:00,3490101689
2199422:568197:568954,4,09175,0.0,17:46:00,3490101816
2181350:563779:568381,2,02043,11.9399995803833,17:30:00,3490101826
2182355:567637:568390,602,S02038,7.769999980926514,18:03:00,3490101688
2192642:567508:568490,16,00242,7.769999980926514,17:45:00,3490101838
2181446:568635:568992,11,S02084,6.989999771118164,18:05:00,3490101360
2182038:566297:568923,701,09030,10.0,17:45:00,3490101817
2182396:567286:568960,12,S00426,5.829999923706055,17:55:00,3490101480
2181633:567968:568487,15,00569,3.3299999237060547,17:57:00,3490102102
2199383:567460:568929,501,S09040,0.0,17:57:00,3490101365
2182243:568217:568892,701,00283,13.050000190734863,17:55:00,3490102101
2181390:564826:568283,1,09093,10.0,17:35:00,3490101367
2199579:563702:568518,2,09176,18.459999084472656,18:00:00,3490101808
2181607:563307:568355,15,00645,0.0,18:00:00,3490101254
2181856:563378:568502,7,S00400,0.0,17:33:00,3490101684
2199384:565855:568336,501,S02039,0.0,18:09:00,3490101901
2199498:565426:568430,502,S02078,0.0,18:10:00,3490102104
2199538:565828:568925,502,S00364,8.880000114440918,18:00:00,3490101359
2181684:566115:568958,10,09053,13.329999923706055,17:55:00,3490101258
2182147:565996:568931,802,S02040,1.3799999952316284,18:00:00,3490101683
2182119:568718:568941,702,S09209,10.0,18:00:00,3490101951
2182039:565669:568894,701,09217,9.15999984741211,18:00:00,3490101479
2182176:566741:568994,801,00054,10.0,18:00:00,3490101929
2181872:566127:568400,7,00826,0.0,18:03:00,3490102106
2181746:564049:568361,13,00407,5.0,18:01:00,3490101805
2181631:566938:568559,15,03051,8.329999923706055,16:59:00,3490101481
2181761:564712:568288,14,S00400,7.769999980926514,17:50:00,3490101478
2199574:567007:568951,4,00383,0.0,17:48:00,3490101920
2181632:566469:568365,15,00002,9.4399995803833,17:28:00,3490101687
2199496:567167:568242,502,S09037,16.940000534057617,17:46:00,3490101482
2181491:563391:568424,6,00520,10.0,17:45:00,3490101502
2182229:567233:569001,702,09229,11.720000267028809,17:50:00,3490101046
2199322:566813:568520,501,S02076,13.609999656677246,18:02:00,3490102105
2181389:564398:568447,1,02069,9.15999984741211,18:05:00,3490101840
2199381:564491:568261,501,S02077,3.880000114440918,17:33:00,3490101364
2181677:568050:568355,10,09085,8.880000114440918,17:25:00,3490101362
2182379:566101:568495,601,S00127,10.270000457763672,17:52:00,3490101477
2181606:567631:568906,15,S00090,12.5,17:30:00,3490101050
2181402:567379:568432,1,00201,6.110000133514404,17:50:00,3490101807
2192735:567208:568970,16,09242,11.380000114440918,17:55:00,3490101366
2181468:565759:568948,6,09128,13.329999923706055,18:00:00,3490101506
2181074:566487:568524,31,02062,10.829999923706055,18:00:00,3490101825
2192701:565598:568571,22,S02080,0.0,18:07:00,3490101839
2182390:564800:568442,12,S02039,0.0,17:57:00,3490101812
2182389:567569:568551,602,09207,0.0,17:48:00,3490101923
