trip_id,route_id,stop_id,speed_mps,feed_timestamp,vehicle_id
2181637:566590:568900,15,00610,0.0,19:54:00,3490101818
2199588:567916:568414,2,00280,11.109999656677246,19:59:00,3490101922
2181251:566155:568328,32,00509,14.15999984741211,20:15:00,3490102402
2182234:567241:568902,702,S00231,10.270000457763672,20:15:00,3490102103
2181285:566972:568504,601,S02039,4.159999847412109,20:07:00,3490101803
2181424:564613:568374,1,09101,0.550000011920929,19:50:00,3490101689
2199326:563775:568954,501,S02039,2.5,20:00:00,3490101816
2181284:564221:568390,602,S09205,2.7699999809265137,20:05:00,3490101688
2181455:567568:568992,6,09182,6.789999961853027,20:00:00,3490101360
2182050:566266:568898,701,00325,10.829999923706055,20:15:00,3490102102
2181776:565522:568929,14,09183,13.050000190734863,20:10:00,3490101365
2199427:568157:568478,4,S00399,12.220000267028809,20:15:00,3490101821
2182089:568746:568892,702,00733,16.3799991607666,20:15:00,3490102101
2192676:563729:568283,22,09241,15.0,20:12:00,3490101367
2199581:564462:568518,2,00433,12.75,20:00:00,3490101808
2181869:565195:568355,7,00184,9.15999984741211,20:00:00,3490101254
2192739:564610:568502,16,00861,5.829999923706055,20:17:00,3490101684
2181246:565728:568336,19A,00648,13.729999542236328,20:07:00,3490101901
2199433:563800:568430,4,00278,5.829999923706055,20:15:00,3490102104
2181450:568804:568958,11,00513,2.2200000286102295,20:05:00,3490101258
2192647:564590:568568,16,00474,0.0,20:15:00,3490101683
2181748:563916:568365,13,09325,10.550000190734863,20:02:00,3490101479
2182181:568023:568994,801,00254,10.550000190734863,20:15:00,3490101929
2181414:565057:568524,1,09334,8.609999656677246,20:20:00,3490102106
2199543:566643:568951,502,S02078,4.71999979019165,20:00:00,3490101920
2181240:564443:568242,19,00799,6.110000133514404,20:20:00,3490101482
2181686:563510:568421,10,09162,11.9399995803833,19:55:00,3490102105
2181083:565159:568447,32,00423,8.329999923706055,20:15:00,3490101840
2199502:566065:568487,502,S00426,6.659999847412109,19:55:00,3490101831
2181513:564845:568970,11,S00101,2.5,19:45:00,3490101366
2199391:565433:568571,501,S09032,2.2200000286102295,20:00:00,3490101839
2181876:566473:568906,7,S00400,12.770000457763672,20:01:00,3490101510
2181410:565950:568442,1,S02040,0.0,20:00:00,3490101812
2181779:564305:568457,15,00588,10.0,19:30:00,3490101923
